"","Year","Week","Week.Ending","Geo.Level","State","State.ANSI","Prc.Excellent","Prc.Good","Prc.Fair","Prc.Poor","Prc.VeryPoor"
"WISCONSIN-1986-08-10",1986,32,"1986-08-10","STATE","WISCONSIN",55,54,39,7,0,0
"WISCONSIN-1986-08-17",1986,33,"1986-08-17","STATE","WISCONSIN",55,49,49,2,0,0
"WISCONSIN-1986-08-24",1986,34,"1986-08-24","STATE","WISCONSIN",55,54,41,4,0,1
"WISCONSIN-1986-08-31",1986,35,"1986-08-31","STATE","WISCONSIN",55,47,48,5,0,0
"WISCONSIN-1986-09-07",1986,36,"1986-09-07","STATE","WISCONSIN",55,46,46,4,2,2
"WISCONSIN-1986-09-14",1986,37,"1986-09-14","STATE","WISCONSIN",55,43,49,6,1,1
"WISCONSIN-1986-09-21",1986,38,"1986-09-21","STATE","WISCONSIN",55,46,46,7,0,1
"WISCONSIN-1986-09-28",1986,39,"1986-09-28","STATE","WISCONSIN",55,35,57,7,1,0
"WISCONSIN-1987-05-31",1987,22,"1987-05-31","STATE","WISCONSIN",55,29,63,6,1,1
"WISCONSIN-1987-06-07",1987,23,"1987-06-07","STATE","WISCONSIN",55,33,61,5,1,0
"WISCONSIN-1987-06-14",1987,24,"1987-06-14","STATE","WISCONSIN",55,27,60,12,1,0
"WISCONSIN-1987-06-21",1987,25,"1987-06-21","STATE","WISCONSIN",55,11,64,22,2,1
"WISCONSIN-1987-06-28",1987,26,"1987-06-28","STATE","WISCONSIN",55,25,55,18,1,1
"WISCONSIN-1987-07-05",1987,27,"1987-07-05","STATE","WISCONSIN",55,17,68,11,4,0
"WISCONSIN-1987-07-12",1987,28,"1987-07-12","STATE","WISCONSIN",55,21,57,18,3,1
"WISCONSIN-1987-07-19",1987,29,"1987-07-19","STATE","WISCONSIN",55,26,55,18,1,0
"WISCONSIN-1987-07-26",1987,30,"1987-07-26","STATE","WISCONSIN",55,23,54,20,2,1
"WISCONSIN-1987-08-02",1987,31,"1987-08-02","STATE","WISCONSIN",55,36,50,14,0,0
"WISCONSIN-1987-08-09",1987,32,"1987-08-09","STATE","WISCONSIN",55,33,56,11,0,0
"WISCONSIN-1987-08-16",1987,33,"1987-08-16","STATE","WISCONSIN",55,39,52,9,0,0
"WISCONSIN-1987-08-23",1987,34,"1987-08-23","STATE","WISCONSIN",55,40,54,6,0,0
"WISCONSIN-1987-08-30",1987,35,"1987-08-30","STATE","WISCONSIN",55,45,50,5,0,0
"WISCONSIN-1987-09-06",1987,36,"1987-09-06","STATE","WISCONSIN",55,45,48,7,0,0
"WISCONSIN-1987-09-13",1987,37,"1987-09-13","STATE","WISCONSIN",55,40,52,8,0,0
"WISCONSIN-1987-09-20",1987,38,"1987-09-20","STATE","WISCONSIN",55,40,54,6,0,0
"WISCONSIN-1987-09-27",1987,39,"1987-09-27","STATE","WISCONSIN",55,32,59,9,0,0
"WISCONSIN-1987-10-04",1987,40,"1987-10-04","STATE","WISCONSIN",55,36,56,6,2,0
"WISCONSIN-1987-10-11",1987,41,"1987-10-11","STATE","WISCONSIN",55,31,63,5,1,0
"WISCONSIN-1988-05-29",1988,21,"1988-05-29","STATE","WISCONSIN",55,4,54,35,6,1
"WISCONSIN-1988-06-05",1988,22,"1988-06-05","STATE","WISCONSIN",55,5,44,47,4,0
"WISCONSIN-1988-06-12",1988,23,"1988-06-12","STATE","WISCONSIN",55,2,29,54,13,2
"WISCONSIN-1988-06-19",1988,24,"1988-06-19","STATE","WISCONSIN",55,0,12,65,21,2
"WISCONSIN-1988-06-26",1988,25,"1988-06-26","STATE","WISCONSIN",55,0,6,66,24,4
"WISCONSIN-1988-07-03",1988,26,"1988-07-03","STATE","WISCONSIN",55,0,18,54,23,5
"WISCONSIN-1988-07-10",1988,27,"1988-07-10","STATE","WISCONSIN",55,0,5,40,45,10
"WISCONSIN-1988-07-17",1988,28,"1988-07-17","STATE","WISCONSIN",55,0,2,37,48,13
"WISCONSIN-1988-07-24",1988,29,"1988-07-24","STATE","WISCONSIN",55,0,6,43,45,6
"WISCONSIN-1988-07-31",1988,30,"1988-07-31","STATE","WISCONSIN",55,0,12,35,41,12
"WISCONSIN-1988-08-07",1988,31,"1988-08-07","STATE","WISCONSIN",55,0,6,35,38,21
"WISCONSIN-1988-08-14",1988,32,"1988-08-14","STATE","WISCONSIN",55,0,14,30,41,15
"WISCONSIN-1988-08-21",1988,33,"1988-08-21","STATE","WISCONSIN",55,0,13,33,40,14
"WISCONSIN-1988-08-28",1988,34,"1988-08-28","STATE","WISCONSIN",55,0,11,43,34,12
"WISCONSIN-1988-09-04",1988,35,"1988-09-04","STATE","WISCONSIN",55,1,12,33,44,10
"WISCONSIN-1988-09-11",1988,36,"1988-09-11","STATE","WISCONSIN",55,1,9,40,40,10
"WISCONSIN-1989-06-04",1989,22,"1989-06-04","STATE","WISCONSIN",55,11,69,18,1,1
"WISCONSIN-1989-06-11",1989,23,"1989-06-11","STATE","WISCONSIN",55,16,70,13,1,0
"WISCONSIN-1989-06-18",1989,24,"1989-06-18","STATE","WISCONSIN",55,11,71,16,2,0
"WISCONSIN-1989-06-25",1989,25,"1989-06-25","STATE","WISCONSIN",55,11,70,17,2,0
"WISCONSIN-1989-07-02",1989,26,"1989-07-02","STATE","WISCONSIN",55,16,73,11,0,0
"WISCONSIN-1989-07-09",1989,27,"1989-07-09","STATE","WISCONSIN",55,9,62,27,2,0
"WISCONSIN-1989-07-16",1989,28,"1989-07-16","STATE","WISCONSIN",55,16,58,23,3,0
"WISCONSIN-1989-07-23",1989,29,"1989-07-23","STATE","WISCONSIN",55,18,63,17,2,0
"WISCONSIN-1989-07-30",1989,30,"1989-07-30","STATE","WISCONSIN",55,20,65,14,1,0
"WISCONSIN-1989-08-06",1989,31,"1989-08-06","STATE","WISCONSIN",55,30,63,5,1,1
"WISCONSIN-1989-08-13",1989,32,"1989-08-13","STATE","WISCONSIN",55,26,64,8,2,0
"WISCONSIN-1989-08-20",1989,33,"1989-08-20","STATE","WISCONSIN",55,24,68,7,1,0
"WISCONSIN-1989-08-27",1989,34,"1989-08-27","STATE","WISCONSIN",55,26,66,7,1,0
"WISCONSIN-1989-09-03",1989,35,"1989-09-03","STATE","WISCONSIN",55,23,66,7,3,1
"WISCONSIN-1989-09-10",1989,36,"1989-09-10","STATE","WISCONSIN",55,20,70,8,1,1
"WISCONSIN-1989-09-17",1989,37,"1989-09-17","STATE","WISCONSIN",55,17,76,6,1,0
"WISCONSIN-1989-09-24",1989,38,"1989-09-24","STATE","WISCONSIN",55,25,68,6,1,0
"WISCONSIN-1989-10-01",1989,39,"1989-10-01","STATE","WISCONSIN",55,20,67,12,1,0
"WISCONSIN-1990-06-03",1990,22,"1990-06-03","STATE","WISCONSIN",55,1,40,50,8,1
"WISCONSIN-1990-06-10",1990,23,"1990-06-10","STATE","WISCONSIN",55,1,36,51,10,2
"WISCONSIN-1990-06-17",1990,24,"1990-06-17","STATE","WISCONSIN",55,3,48,39,9,1
"WISCONSIN-1990-06-24",1990,25,"1990-06-24","STATE","WISCONSIN",55,1,61,32,5,1
"WISCONSIN-1990-07-01",1990,26,"1990-07-01","STATE","WISCONSIN",55,6,61,30,2,1
"WISCONSIN-1990-07-08",1990,27,"1990-07-08","STATE","WISCONSIN",55,15,65,18,1,1
"WISCONSIN-1990-07-15",1990,28,"1990-07-15","STATE","WISCONSIN",55,6,75,18,1,0
"WISCONSIN-1990-07-22",1990,29,"1990-07-22","STATE","WISCONSIN",55,6,80,13,1,0
"WISCONSIN-1990-07-29",1990,30,"1990-07-29","STATE","WISCONSIN",55,10,76,14,0,0
"WISCONSIN-1990-08-05",1990,31,"1990-08-05","STATE","WISCONSIN",55,6,80,13,1,0
"WISCONSIN-1990-08-12",1990,32,"1990-08-12","STATE","WISCONSIN",55,4,80,14,1,1
"WISCONSIN-1990-08-19",1990,33,"1990-08-19","STATE","WISCONSIN",55,4,79,15,1,1
"WISCONSIN-1990-08-26",1990,34,"1990-08-26","STATE","WISCONSIN",55,8,76,15,1,0
"WISCONSIN-1990-09-02",1990,35,"1990-09-02","STATE","WISCONSIN",55,8,78,13,1,0
"WISCONSIN-1990-09-09",1990,36,"1990-09-09","STATE","WISCONSIN",55,9,81,9,1,0
"WISCONSIN-1990-09-16",1990,37,"1990-09-16","STATE","WISCONSIN",55,9,78,12,1,0
"WISCONSIN-1990-09-23",1990,38,"1990-09-23","STATE","WISCONSIN",55,12,77,11,0,0
"WISCONSIN-1990-09-30",1990,39,"1990-09-30","STATE","WISCONSIN",55,13,79,7,1,0
"WISCONSIN-1990-10-07",1990,40,"1990-10-07","STATE","WISCONSIN",55,10,79,11,0,0
"WISCONSIN-1990-10-14",1990,41,"1990-10-14","STATE","WISCONSIN",55,14,78,7,1,0
"WISCONSIN-1991-06-02",1991,22,"1991-06-02","STATE","WISCONSIN",55,24,64,11,0,1
"WISCONSIN-1991-06-09",1991,23,"1991-06-09","STATE","WISCONSIN",55,28,66,4,0,2
"WISCONSIN-1991-06-16",1991,24,"1991-06-16","STATE","WISCONSIN",55,19,69,11,1,0
"WISCONSIN-1991-06-23",1991,25,"1991-06-23","STATE","WISCONSIN",55,32,60,7,1,0
"WISCONSIN-1991-06-30",1991,26,"1991-06-30","STATE","WISCONSIN",55,36,55,7,2,0
"WISCONSIN-1991-07-07",1991,27,"1991-07-07","STATE","WISCONSIN",55,24,61,12,2,1
"WISCONSIN-1991-07-14",1991,28,"1991-07-14","STATE","WISCONSIN",55,22,58,16,3,1
"WISCONSIN-1991-07-21",1991,29,"1991-07-21","STATE","WISCONSIN",55,16,64,15,4,1
"WISCONSIN-1991-07-28",1991,30,"1991-07-28","STATE","WISCONSIN",55,23,65,11,1,0
"WISCONSIN-1991-08-04",1991,31,"1991-08-04","STATE","WISCONSIN",55,19,60,18,2,1
"WISCONSIN-1991-08-11",1991,32,"1991-08-11","STATE","WISCONSIN",55,21,56,16,6,1
"WISCONSIN-1991-08-18",1991,33,"1991-08-18","STATE","WISCONSIN",55,18,63,18,0,1
"WISCONSIN-1991-08-25",1991,34,"1991-08-25","STATE","WISCONSIN",55,12,70,16,1,1
"WISCONSIN-1991-09-01",1991,35,"1991-09-01","STATE","WISCONSIN",55,14,61,23,2,0
"WISCONSIN-1991-09-08",1991,36,"1991-09-08","STATE","WISCONSIN",55,13,64,18,4,1
"WISCONSIN-1991-09-15",1991,37,"1991-09-15","STATE","WISCONSIN",55,16,65,14,4,1
"WISCONSIN-1991-09-22",1991,38,"1991-09-22","STATE","WISCONSIN",55,17,60,17,4,2
"WISCONSIN-1991-09-29",1991,39,"1991-09-29","STATE","WISCONSIN",55,15,72,9,4,0
"WISCONSIN-1991-10-06",1991,40,"1991-10-06","STATE","WISCONSIN",55,22,59,13,6,0
"WISCONSIN-1992-05-24",1992,21,"1992-05-24","STATE","WISCONSIN",55,8,65,25,2,0
"WISCONSIN-1992-05-31",1992,22,"1992-05-31","STATE","WISCONSIN",55,2,46,41,10,1
"WISCONSIN-1992-06-07",1992,23,"1992-06-07","STATE","WISCONSIN",55,0,41,47,11,1
"WISCONSIN-1992-06-14",1992,24,"1992-06-14","STATE","WISCONSIN",55,1,36,47,14,2
"WISCONSIN-1992-06-21",1992,25,"1992-06-21","STATE","WISCONSIN",55,3,46,42,7,2
"WISCONSIN-1992-06-28",1992,26,"1992-06-28","STATE","WISCONSIN",55,0,23,50,14,13
"WISCONSIN-1992-07-05",1992,27,"1992-07-05","STATE","WISCONSIN",55,0,30,46,18,6
"WISCONSIN-1992-07-12",1992,28,"1992-07-12","STATE","WISCONSIN",55,2,40,43,13,2
"WISCONSIN-1992-07-19",1992,29,"1992-07-19","STATE","WISCONSIN",55,8,47,35,6,4
"WISCONSIN-1992-07-26",1992,30,"1992-07-26","STATE","WISCONSIN",55,7,54,31,7,1
"WISCONSIN-1992-08-02",1992,31,"1992-08-02","STATE","WISCONSIN",55,7,50,32,7,4
"WISCONSIN-1992-08-09",1992,32,"1992-08-09","STATE","WISCONSIN",55,7,47,35,9,2
"WISCONSIN-1992-08-16",1992,33,"1992-08-16","STATE","WISCONSIN",55,6,58,29,4,3
"WISCONSIN-1992-08-23",1992,34,"1992-08-23","STATE","WISCONSIN",55,6,55,30,8,1
"WISCONSIN-1992-08-30",1992,35,"1992-08-30","STATE","WISCONSIN",55,1,50,40,7,2
"WISCONSIN-1992-09-06",1992,36,"1992-09-06","STATE","WISCONSIN",55,2,56,32,8,2
"WISCONSIN-1992-09-13",1992,37,"1992-09-13","STATE","WISCONSIN",55,0,55,35,8,2
"WISCONSIN-1992-09-20",1992,38,"1992-09-20","STATE","WISCONSIN",55,4,51,35,8,2
"WISCONSIN-1992-09-27",1992,39,"1992-09-27","STATE","WISCONSIN",55,3,57,35,3,2
"WISCONSIN-1992-10-04",1992,40,"1992-10-04","STATE","WISCONSIN",55,4,53,34,6,3
"WISCONSIN-1992-10-11",1992,41,"1992-10-11","STATE","WISCONSIN",55,3,51,34,10,2
"WISCONSIN-1992-10-18",1992,42,"1992-10-18","STATE","WISCONSIN",55,1,54,38,6,1
"WISCONSIN-1992-10-25",1992,43,"1992-10-25","STATE","WISCONSIN",55,3,55,34,6,2
"WISCONSIN-1992-11-01",1992,44,"1992-11-01","STATE","WISCONSIN",55,4,52,33,10,1
"WISCONSIN-1993-06-06",1993,22,"1993-06-06","STATE","WISCONSIN",55,1,32,50,13,4
"WISCONSIN-1993-06-13",1993,23,"1993-06-13","STATE","WISCONSIN",55,2,24,56,17,1
"WISCONSIN-1993-06-20",1993,24,"1993-06-20","STATE","WISCONSIN",55,1,27,48,21,3
"WISCONSIN-1993-06-27",1993,25,"1993-06-27","STATE","WISCONSIN",55,2,30,50,15,3
"WISCONSIN-1993-07-04",1993,26,"1993-07-04","STATE","WISCONSIN",55,2,18,56,20,4
"WISCONSIN-1993-07-11",1993,27,"1993-07-11","STATE","WISCONSIN",55,2,29,44,22,3
"WISCONSIN-1993-07-18",1993,28,"1993-07-18","STATE","WISCONSIN",55,2,33,46,15,4
"WISCONSIN-1993-07-25",1993,29,"1993-07-25","STATE","WISCONSIN",55,1,39,41,14,5
"WISCONSIN-1993-08-01",1993,30,"1993-08-01","STATE","WISCONSIN",55,2,44,39,12,3
"WISCONSIN-1993-08-08",1993,31,"1993-08-08","STATE","WISCONSIN",55,3,29,53,13,2
"WISCONSIN-1993-08-15",1993,32,"1993-08-15","STATE","WISCONSIN",55,1,32,55,10,2
"WISCONSIN-1993-08-22",1993,33,"1993-08-22","STATE","WISCONSIN",55,4,45,42,8,1
"WISCONSIN-1993-08-29",1993,34,"1993-08-29","STATE","WISCONSIN",55,4,45,47,3,1
"WISCONSIN-1993-09-05",1993,35,"1993-09-05","STATE","WISCONSIN",55,3,48,44,4,1
"WISCONSIN-1993-09-12",1993,36,"1993-09-12","STATE","WISCONSIN",55,4,50,38,7,1
"WISCONSIN-1993-09-19",1993,37,"1993-09-19","STATE","WISCONSIN",55,1,49,41,8,1
"WISCONSIN-1993-09-26",1993,38,"1993-09-26","STATE","WISCONSIN",55,3,50,39,7,1
"WISCONSIN-1993-10-03",1993,39,"1993-10-03","STATE","WISCONSIN",55,1,49,44,6,0
"WISCONSIN-1993-10-10",1993,40,"1993-10-10","STATE","WISCONSIN",55,1,50,40,8,1
"WISCONSIN-1993-10-17",1993,41,"1993-10-17","STATE","WISCONSIN",55,1,54,35,10,0
"WISCONSIN-1993-10-24",1993,42,"1993-10-24","STATE","WISCONSIN",55,1,44,36,19,0
"WISCONSIN-1994-05-29",1994,21,"1994-05-29","STATE","WISCONSIN",55,10,81,9,0,0
"WISCONSIN-1994-06-05",1994,22,"1994-06-05","STATE","WISCONSIN",55,12,73,14,1,0
"WISCONSIN-1994-06-12",1994,23,"1994-06-12","STATE","WISCONSIN",55,8,68,21,3,0
"WISCONSIN-1994-06-19",1994,24,"1994-06-19","STATE","WISCONSIN",55,14,71,13,1,1
"WISCONSIN-1994-06-26",1994,25,"1994-06-26","STATE","WISCONSIN",55,18,71,10,1,0
"WISCONSIN-1994-07-03",1994,26,"1994-07-03","STATE","WISCONSIN",55,36,59,5,0,0
"WISCONSIN-1994-07-10",1994,27,"1994-07-10","STATE","WISCONSIN",55,59,38,3,0,0
"WISCONSIN-1994-07-17",1994,28,"1994-07-17","STATE","WISCONSIN",55,51,49,0,0,0
"WISCONSIN-1994-07-24",1994,29,"1994-07-24","STATE","WISCONSIN",55,59,41,0,0,0
"WISCONSIN-1994-07-31",1994,30,"1994-07-31","STATE","WISCONSIN",55,68,30,2,0,0
"WISCONSIN-1994-08-07",1994,31,"1994-08-07","STATE","WISCONSIN",55,65,34,1,0,0
"WISCONSIN-1994-08-14",1994,32,"1994-08-14","STATE","WISCONSIN",55,52,46,2,0,0
"WISCONSIN-1994-08-21",1994,33,"1994-08-21","STATE","WISCONSIN",55,46,49,5,0,0
"WISCONSIN-1994-08-28",1994,34,"1994-08-28","STATE","WISCONSIN",55,39,58,2,1,0
"WISCONSIN-1994-09-04",1994,35,"1994-09-04","STATE","WISCONSIN",55,42,56,2,0,0
"WISCONSIN-1994-09-11",1994,36,"1994-09-11","STATE","WISCONSIN",55,38,60,2,0,0
"WISCONSIN-1994-09-18",1994,37,"1994-09-18","STATE","WISCONSIN",55,41,57,2,0,0
"WISCONSIN-1994-09-25",1994,38,"1994-09-25","STATE","WISCONSIN",55,43,57,0,0,0
"WISCONSIN-1994-10-02",1994,39,"1994-10-02","STATE","WISCONSIN",55,36,64,0,0,0
"WISCONSIN-1995-06-18",1995,24,"1995-06-18","STATE","WISCONSIN",55,14,74,10,1,1
"WISCONSIN-1995-06-25",1995,25,"1995-06-25","STATE","WISCONSIN",55,13,62,23,2,0
"WISCONSIN-1995-07-02",1995,26,"1995-07-02","STATE","WISCONSIN",55,17,65,15,3,0
"WISCONSIN-1995-07-09",1995,27,"1995-07-09","STATE","WISCONSIN",55,21,65,13,1,0
"WISCONSIN-1995-07-16",1995,28,"1995-07-16","STATE","WISCONSIN",55,18,57,20,4,1
"WISCONSIN-1995-07-23",1995,29,"1995-07-23","STATE","WISCONSIN",55,19,52,24,4,1
"WISCONSIN-1995-07-30",1995,30,"1995-07-30","STATE","WISCONSIN",55,19,55,19,5,2
"WISCONSIN-1995-08-06",1995,31,"1995-08-06","STATE","WISCONSIN",55,18,60,17,4,1
"WISCONSIN-1995-08-13",1995,32,"1995-08-13","STATE","WISCONSIN",55,20,58,19,2,1
"WISCONSIN-1995-08-20",1995,33,"1995-08-20","STATE","WISCONSIN",55,21,65,12,2,0
"WISCONSIN-1995-08-27",1995,34,"1995-08-27","STATE","WISCONSIN",55,26,58,14,2,0
"WISCONSIN-1995-09-03",1995,35,"1995-09-03","STATE","WISCONSIN",55,15,68,15,2,0
"WISCONSIN-1995-09-10",1995,36,"1995-09-10","STATE","WISCONSIN",55,14,66,16,3,1
"WISCONSIN-1995-09-17",1995,37,"1995-09-17","STATE","WISCONSIN",55,15,65,16,3,1
"WISCONSIN-1995-09-24",1995,38,"1995-09-24","STATE","WISCONSIN",55,12,63,21,3,1
"WISCONSIN-1995-10-01",1995,39,"1995-10-01","STATE","WISCONSIN",55,13,67,18,2,0
"WISCONSIN-1995-10-08",1995,40,"1995-10-08","STATE","WISCONSIN",55,9,66,21,4,0
"WISCONSIN-1996-06-02",1996,22,"1996-06-02","STATE","WISCONSIN",55,5,49,35,8,3
"WISCONSIN-1996-06-09",1996,23,"1996-06-09","STATE","WISCONSIN",55,5,51,36,6,2
"WISCONSIN-1996-06-16",1996,24,"1996-06-16","STATE","WISCONSIN",55,7,57,30,5,1
"WISCONSIN-1996-06-23",1996,25,"1996-06-23","STATE","WISCONSIN",55,8,51,30,8,3
"WISCONSIN-1996-06-30",1996,26,"1996-06-30","STATE","WISCONSIN",55,9,44,34,10,3
"WISCONSIN-1996-07-07",1996,27,"1996-07-07","STATE","WISCONSIN",55,11,46,31,10,2
"WISCONSIN-1996-07-14",1996,28,"1996-07-14","STATE","WISCONSIN",55,11,50,28,8,3
"WISCONSIN-1996-07-21",1996,29,"1996-07-21","STATE","WISCONSIN",55,11,54,25,8,2
"WISCONSIN-1996-07-28",1996,30,"1996-07-28","STATE","WISCONSIN",55,16,56,19,8,1
"WISCONSIN-1996-08-04",1996,31,"1996-08-04","STATE","WISCONSIN",55,12,52,26,9,1
"WISCONSIN-1996-08-11",1996,32,"1996-08-11","STATE","WISCONSIN",55,12,50,26,9,3
"WISCONSIN-1996-08-18",1996,33,"1996-08-18","STATE","WISCONSIN",55,13,51,25,9,2
"WISCONSIN-1996-08-25",1996,34,"1996-08-25","STATE","WISCONSIN",55,12,50,25,11,2
"WISCONSIN-1996-09-01",1996,35,"1996-09-01","STATE","WISCONSIN",55,10,47,29,11,3
"WISCONSIN-1996-09-08",1996,36,"1996-09-08","STATE","WISCONSIN",55,9,52,27,10,2
"WISCONSIN-1996-09-15",1996,37,"1996-09-15","STATE","WISCONSIN",55,12,51,30,6,1
"WISCONSIN-1996-09-22",1996,38,"1996-09-22","STATE","WISCONSIN",55,9,44,35,9,3
"WISCONSIN-1996-09-29",1996,39,"1996-09-29","STATE","WISCONSIN",55,8,45,31,14,2
"WISCONSIN-1996-10-06",1996,40,"1996-10-06","STATE","WISCONSIN",55,13,52,26,8,1
"WISCONSIN-1996-10-13",1996,41,"1996-10-13","STATE","WISCONSIN",55,6,46,35,11,2
"WISCONSIN-1997-06-01",1997,22,"1997-06-01","STATE","WISCONSIN",55,3,39,43,14,1
"WISCONSIN-1997-06-08",1997,23,"1997-06-08","STATE","WISCONSIN",55,10,53,31,5,1
"WISCONSIN-1997-06-15",1997,24,"1997-06-15","STATE","WISCONSIN",55,12,59,25,4,0
"WISCONSIN-1997-06-22",1997,25,"1997-06-22","STATE","WISCONSIN",55,12,60,22,5,1
"WISCONSIN-1997-06-29",1997,26,"1997-06-29","STATE","WISCONSIN",55,21,62,14,3,0
"WISCONSIN-1997-07-06",1997,27,"1997-07-06","STATE","WISCONSIN",55,25,56,14,5,0
"WISCONSIN-1997-07-13",1997,28,"1997-07-13","STATE","WISCONSIN",55,32,52,13,3,0
"WISCONSIN-1997-07-20",1997,29,"1997-07-20","STATE","WISCONSIN",55,36,50,10,3,1
"WISCONSIN-1997-07-27",1997,30,"1997-07-27","STATE","WISCONSIN",55,38,49,10,3,0
"WISCONSIN-1997-08-03",1997,31,"1997-08-03","STATE","WISCONSIN",55,37,52,9,2,0
"WISCONSIN-1997-08-10",1997,32,"1997-08-10","STATE","WISCONSIN",55,36,51,11,2,0
"WISCONSIN-1997-08-17",1997,33,"1997-08-17","STATE","WISCONSIN",55,41,46,11,2,0
"WISCONSIN-1997-08-24",1997,34,"1997-08-24","STATE","WISCONSIN",55,33,51,12,4,0
"WISCONSIN-1997-08-31",1997,35,"1997-08-31","STATE","WISCONSIN",55,32,52,13,3,0
"WISCONSIN-1997-09-07",1997,36,"1997-09-07","STATE","WISCONSIN",55,30,54,13,3,0
"WISCONSIN-1997-09-14",1997,37,"1997-09-14","STATE","WISCONSIN",55,28,57,13,2,0
"WISCONSIN-1997-09-21",1997,38,"1997-09-21","STATE","WISCONSIN",55,26,57,13,3,1
"WISCONSIN-1997-09-28",1997,39,"1997-09-28","STATE","WISCONSIN",55,29,57,12,2,0
"WISCONSIN-1997-10-05",1997,40,"1997-10-05","STATE","WISCONSIN",55,29,57,11,2,1
"WISCONSIN-1998-05-31",1998,22,"1998-05-31","STATE","WISCONSIN",55,27,61,11,1,0
"WISCONSIN-1998-06-07",1998,23,"1998-06-07","STATE","WISCONSIN",55,28,54,16,2,0
"WISCONSIN-1998-06-14",1998,24,"1998-06-14","STATE","WISCONSIN",55,25,54,17,3,1
"WISCONSIN-1998-06-21",1998,25,"1998-06-21","STATE","WISCONSIN",55,34,47,16,2,1
"WISCONSIN-1998-06-28",1998,26,"1998-06-28","STATE","WISCONSIN",55,29,52,16,3,0
"WISCONSIN-1998-07-05",1998,27,"1998-07-05","STATE","WISCONSIN",55,38,47,13,2,0
"WISCONSIN-1998-07-12",1998,28,"1998-07-12","STATE","WISCONSIN",55,39,46,13,2,0
"WISCONSIN-1998-07-19",1998,29,"1998-07-19","STATE","WISCONSIN",55,37,46,13,3,1
"WISCONSIN-1998-07-26",1998,30,"1998-07-26","STATE","WISCONSIN",55,36,43,17,3,1
"WISCONSIN-1998-08-02",1998,31,"1998-08-02","STATE","WISCONSIN",55,25,44,21,8,2
"WISCONSIN-1998-08-09",1998,32,"1998-08-09","STATE","WISCONSIN",55,26,41,22,8,3
"WISCONSIN-1998-08-16",1998,33,"1998-08-16","STATE","WISCONSIN",55,26,44,19,9,2
"WISCONSIN-1998-08-23",1998,34,"1998-08-23","STATE","WISCONSIN",55,25,46,21,6,2
"WISCONSIN-1998-08-30",1998,35,"1998-08-30","STATE","WISCONSIN",55,26,45,19,6,4
"WISCONSIN-1998-09-06",1998,36,"1998-09-06","STATE","WISCONSIN",55,29,41,23,6,1
"WISCONSIN-1998-09-13",1998,37,"1998-09-13","STATE","WISCONSIN",55,31,40,22,6,1
"WISCONSIN-1998-09-20",1998,38,"1998-09-20","STATE","WISCONSIN",55,26,47,21,5,1
"WISCONSIN-1998-09-27",1998,39,"1998-09-27","STATE","WISCONSIN",55,33,46,17,3,1
"WISCONSIN-1999-05-30",1999,21,"1999-05-30","STATE","WISCONSIN",55,20,61,17,2,0
"WISCONSIN-1999-06-06",1999,22,"1999-06-06","STATE","WISCONSIN",55,31,55,12,2,0
"WISCONSIN-1999-06-13",1999,23,"1999-06-13","STATE","WISCONSIN",55,29,56,12,2,1
"WISCONSIN-1999-06-20",1999,24,"1999-06-20","STATE","WISCONSIN",55,27,56,11,5,1
"WISCONSIN-1999-06-27",1999,25,"1999-06-27","STATE","WISCONSIN",55,30,50,16,3,1
"WISCONSIN-1999-07-04",1999,26,"1999-07-04","STATE","WISCONSIN",55,31,55,10,3,1
"WISCONSIN-1999-07-11",1999,27,"1999-07-11","STATE","WISCONSIN",55,37,48,11,3,1
"WISCONSIN-1999-07-18",1999,28,"1999-07-18","STATE","WISCONSIN",55,32,52,11,4,1
"WISCONSIN-1999-07-25",1999,29,"1999-07-25","STATE","WISCONSIN",55,40,47,10,2,1
"WISCONSIN-1999-08-01",1999,30,"1999-08-01","STATE","WISCONSIN",55,33,54,10,2,1
"WISCONSIN-1999-08-08",1999,31,"1999-08-08","STATE","WISCONSIN",55,39,47,12,2,0
"WISCONSIN-1999-08-15",1999,32,"1999-08-15","STATE","WISCONSIN",55,35,52,11,2,0
"WISCONSIN-1999-08-22",1999,33,"1999-08-22","STATE","WISCONSIN",55,36,52,10,2,0
"WISCONSIN-1999-08-29",1999,34,"1999-08-29","STATE","WISCONSIN",55,38,48,11,3,0
"WISCONSIN-1999-09-05",1999,35,"1999-09-05","STATE","WISCONSIN",55,36,51,11,2,0
"WISCONSIN-1999-09-12",1999,36,"1999-09-12","STATE","WISCONSIN",55,32,54,11,3,0
"WISCONSIN-1999-09-19",1999,37,"1999-09-19","STATE","WISCONSIN",55,36,48,14,2,0
"WISCONSIN-1999-09-26",1999,38,"1999-09-26","STATE","WISCONSIN",55,35,51,12,2,0
"WISCONSIN-1999-10-03",1999,39,"1999-10-03","STATE","WISCONSIN",55,35,52,11,2,0
"WISCONSIN-2000-05-21",2000,20,"2000-05-21","STATE","WISCONSIN",55,19,55,22,3,1
"WISCONSIN-2000-05-28",2000,21,"2000-05-28","STATE","WISCONSIN",55,16,59,21,3,1
"WISCONSIN-2000-06-04",2000,22,"2000-06-04","STATE","WISCONSIN",55,15,51,25,7,2
"WISCONSIN-2000-06-11",2000,23,"2000-06-11","STATE","WISCONSIN",55,15,59,18,6,2
