"","Year","Week","Week.Ending","Geo.Level","State","State.ANSI","Prc.Excellent","Prc.Good","Prc.Fair","Prc.Poor","Prc.VeryPoor"
"INDIANA-2012-09-02",2012,35,"2012-09-02","STATE","INDIANA",18,0,8,20,32,40
"INDIANA-2012-09-09",2012,36,"2012-09-09","STATE","INDIANA",18,1,8,21,29,41
"INDIANA-2012-09-16",2012,37,"2012-09-16","STATE","INDIANA",18,1,10,21,29,39
"INDIANA-2012-09-23",2012,38,"2012-09-23","STATE","INDIANA",18,1,10,22,30,37
"INDIANA-2012-09-30",2012,39,"2012-09-30","STATE","INDIANA",18,1,10,23,31,35
"INDIANA-2013-06-02",2013,22,"2013-06-02","STATE","INDIANA",18,15,61,22,2,0
"INDIANA-2013-06-09",2013,23,"2013-06-09","STATE","INDIANA",18,17,60,21,2,0
"INDIANA-2013-06-16",2013,24,"2013-06-16","STATE","INDIANA",18,18,55,23,3,1
"INDIANA-2013-06-23",2013,25,"2013-06-23","STATE","INDIANA",18,21,55,20,3,1
"INDIANA-2013-06-30",2013,26,"2013-06-30","STATE","INDIANA",18,25,54,17,3,1
"INDIANA-2013-07-07",2013,27,"2013-07-07","STATE","INDIANA",18,24,57,15,3,1
"INDIANA-2013-07-14",2013,28,"2013-07-14","STATE","INDIANA",18,30,50,16,3,1
"INDIANA-2013-07-21",2013,29,"2013-07-21","STATE","INDIANA",18,28,50,17,4,1
"INDIANA-2013-07-28",2013,30,"2013-07-28","STATE","INDIANA",18,27,49,19,4,1
"INDIANA-2013-08-04",2013,31,"2013-08-04","STATE","INDIANA",18,26,50,19,4,1
"INDIANA-2013-08-11",2013,32,"2013-08-11","STATE","INDIANA",18,29,48,18,4,1
"INDIANA-2013-08-18",2013,33,"2013-08-18","STATE","INDIANA",18,27,49,19,4,1
"INDIANA-2013-08-25",2013,34,"2013-08-25","STATE","INDIANA",18,23,49,22,5,1
"INDIANA-2013-09-01",2013,35,"2013-09-01","STATE","INDIANA",18,20,46,26,6,2
"INDIANA-2013-09-08",2013,36,"2013-09-08","STATE","INDIANA",18,17,44,28,9,2
"INDIANA-2013-09-15",2013,37,"2013-09-15","STATE","INDIANA",18,17,47,26,8,2
"INDIANA-2013-09-22",2013,38,"2013-09-22","STATE","INDIANA",18,17,47,26,8,2
"INDIANA-2013-09-29",2013,39,"2013-09-29","STATE","INDIANA",18,20,45,25,8,2
"INDIANA-2013-10-20",2013,42,"2013-10-20","STATE","INDIANA",18,26,47,20,6,1
"INDIANA-2013-10-27",2013,43,"2013-10-27","STATE","INDIANA",18,28,46,19,6,1
"INDIANA-2014-05-25",2014,21,"2014-05-25","STATE","INDIANA",18,15,53,24,6,2
"INDIANA-2014-06-01",2014,22,"2014-06-01","STATE","INDIANA",18,15,55,24,5,1
"INDIANA-2014-06-08",2014,23,"2014-06-08","STATE","INDIANA",18,17,55,22,5,1
"INDIANA-2014-06-15",2014,24,"2014-06-15","STATE","INDIANA",18,18,54,22,5,1
"INDIANA-2014-06-22",2014,25,"2014-06-22","STATE","INDIANA",18,21,53,21,4,1
"INDIANA-2014-06-29",2014,26,"2014-06-29","STATE","INDIANA",18,22,53,20,4,1
"INDIANA-2014-07-06",2014,27,"2014-07-06","STATE","INDIANA",18,22,53,19,5,1
"INDIANA-2014-07-13",2014,28,"2014-07-13","STATE","INDIANA",18,23,52,20,4,1
"INDIANA-2014-07-20",2014,29,"2014-07-20","STATE","INDIANA",18,23,53,19,4,1
"INDIANA-2014-07-27",2014,30,"2014-07-27","STATE","INDIANA",18,23,52,20,4,1
"INDIANA-2014-08-03",2014,31,"2014-08-03","STATE","INDIANA",18,23,52,20,4,1
"INDIANA-2014-08-10",2014,32,"2014-08-10","STATE","INDIANA",18,21,51,22,5,1
"INDIANA-2014-08-17",2014,33,"2014-08-17","STATE","INDIANA",18,21,52,21,5,1
"INDIANA-2014-08-24",2014,34,"2014-08-24","STATE","INDIANA",18,22,51,21,5,1
"INDIANA-2014-08-31",2014,35,"2014-08-31","STATE","INDIANA",18,22,52,20,5,1
"INDIANA-2014-09-07",2014,36,"2014-09-07","STATE","INDIANA",18,22,52,20,5,1
"INDIANA-2014-09-14",2014,37,"2014-09-14","STATE","INDIANA",18,23,52,19,5,1
"INDIANA-2014-09-21",2014,38,"2014-09-21","STATE","INDIANA",18,23,53,19,4,1
"INDIANA-2014-09-28",2014,39,"2014-09-28","STATE","INDIANA",18,24,53,18,4,1
"INDIANA-2014-10-05",2014,40,"2014-10-05","STATE","INDIANA",18,26,52,17,4,1
"INDIANA-2014-10-12",2014,41,"2014-10-12","STATE","INDIANA",18,26,51,18,4,1
"INDIANA-2014-10-19",2014,42,"2014-10-19","STATE","INDIANA",18,26,51,18,4,1
"INDIANA-2014-10-26",2014,43,"2014-10-26","STATE","INDIANA",18,26,52,17,4,1
"INDIANA-2014-11-02",2014,44,"2014-11-02","STATE","INDIANA",18,27,51,17,4,1
"INDIANA-2015-05-24",2015,21,"2015-05-24","STATE","INDIANA",18,13,62,23,2,0
"INDIANA-2015-05-31",2015,22,"2015-05-31","STATE","INDIANA",18,13,63,22,2,0
"INDIANA-2015-06-07",2015,23,"2015-06-07","STATE","INDIANA",18,15,60,22,2,1
"INDIANA-2015-06-14",2015,24,"2015-06-14","STATE","INDIANA",18,16,57,22,4,1
"INDIANA-2015-06-21",2015,25,"2015-06-21","STATE","INDIANA",18,12,46,27,11,4
"INDIANA-2015-06-28",2015,26,"2015-06-28","STATE","INDIANA",18,8,40,31,15,6
"INDIANA-2015-07-05",2015,27,"2015-07-05","STATE","INDIANA",18,8,40,31,14,7
"INDIANA-2015-07-12",2015,28,"2015-07-12","STATE","INDIANA",18,10,36,29,16,9
"INDIANA-2015-07-19",2015,29,"2015-07-19","STATE","INDIANA",18,10,35,29,17,9
"INDIANA-2015-07-26",2015,30,"2015-07-26","STATE","INDIANA",18,11,35,29,16,9
"INDIANA-2015-08-02",2015,31,"2015-08-02","STATE","INDIANA",18,11,36,28,16,9
"INDIANA-2015-08-09",2015,32,"2015-08-09","STATE","INDIANA",18,12,35,28,16,9
"INDIANA-2015-08-16",2015,33,"2015-08-16","STATE","INDIANA",18,12,36,28,15,9
"INDIANA-2015-08-23",2015,34,"2015-08-23","STATE","INDIANA",18,12,35,29,15,9
"INDIANA-2015-08-30",2015,35,"2015-08-30","STATE","INDIANA",18,11,36,29,15,9
"INDIANA-2015-09-06",2015,36,"2015-09-06","STATE","INDIANA",18,11,35,29,16,9
"INDIANA-2015-09-13",2015,37,"2015-09-13","STATE","INDIANA",18,11,36,28,16,9
"INDIANA-2015-09-20",2015,38,"2015-09-20","STATE","INDIANA",18,11,36,28,16,9
"INDIANA-2015-09-27",2015,39,"2015-09-27","STATE","INDIANA",18,12,36,28,15,9
"INDIANA-2015-10-04",2015,40,"2015-10-04","STATE","INDIANA",18,12,36,28,15,9
"INDIANA-2015-10-11",2015,41,"2015-10-11","STATE","INDIANA",18,12,36,28,15,9
"INDIANA-2015-10-18",2015,42,"2015-10-18","STATE","INDIANA",18,13,36,28,14,9
"INDIANA-2016-05-29",2016,21,"2016-05-29","STATE","INDIANA",18,10,59,23,6,2
"INDIANA-2016-06-05",2016,22,"2016-06-05","STATE","INDIANA",18,12,60,22,5,1
"INDIANA-2016-06-12",2016,23,"2016-06-12","STATE","INDIANA",18,13,60,21,5,1
"INDIANA-2016-06-19",2016,24,"2016-06-19","STATE","INDIANA",18,13,59,22,5,1
"INDIANA-2016-06-26",2016,25,"2016-06-26","STATE","INDIANA",18,15,58,20,5,2
"INDIANA-2016-07-03",2016,26,"2016-07-03","STATE","INDIANA",18,16,57,20,5,2
"INDIANA-2016-07-10",2016,27,"2016-07-10","STATE","INDIANA",18,19,55,19,5,2
"INDIANA-2016-07-17",2016,28,"2016-07-17","STATE","INDIANA",18,21,53,18,5,3
"INDIANA-2016-07-24",2016,29,"2016-07-24","STATE","INDIANA",18,21,54,18,5,2
"INDIANA-2016-07-31",2016,30,"2016-07-31","STATE","INDIANA",18,23,54,16,5,2
"INDIANA-2016-08-07",2016,31,"2016-08-07","STATE","INDIANA",18,20,53,18,6,3
"INDIANA-2016-08-14",2016,32,"2016-08-14","STATE","INDIANA",18,19,52,20,6,3
"INDIANA-2016-08-21",2016,33,"2016-08-21","STATE","INDIANA",18,19,54,18,6,3
"INDIANA-2016-08-28",2016,34,"2016-08-28","STATE","INDIANA",18,20,52,19,6,3
"INDIANA-2016-09-04",2016,35,"2016-09-04","STATE","INDIANA",18,20,54,18,5,3
"INDIANA-2016-09-11",2016,36,"2016-09-11","STATE","INDIANA",18,19,54,19,5,3
"INDIANA-2016-09-18",2016,37,"2016-09-18","STATE","INDIANA",18,19,54,18,6,3
"INDIANA-2016-09-25",2016,38,"2016-09-25","STATE","INDIANA",18,18,54,19,6,3
"INDIANA-2016-10-02",2016,39,"2016-10-02","STATE","INDIANA",18,17,54,20,6,3
"INDIANA-2016-10-09",2016,40,"2016-10-09","STATE","INDIANA",18,17,55,19,6,3
"INDIANA-2016-10-16",2016,41,"2016-10-16","STATE","INDIANA",18,16,54,20,7,3
"INDIANA-2017-05-28",2017,21,"2017-05-28","STATE","INDIANA",18,6,37,40,12,5
"INDIANA-2017-06-04",2017,22,"2017-06-04","STATE","INDIANA",18,5,41,37,12,5
"INDIANA-2017-06-11",2017,23,"2017-06-11","STATE","INDIANA",18,5,39,36,15,5
"INDIANA-2017-06-18",2017,24,"2017-06-18","STATE","INDIANA",18,5,40,36,14,5
"INDIANA-2017-06-25",2017,25,"2017-06-25","STATE","INDIANA",18,6,40,36,13,5
"INDIANA-2017-07-02",2017,26,"2017-07-02","STATE","INDIANA",18,6,41,36,13,4
"INDIANA-2017-07-09",2017,27,"2017-07-09","STATE","INDIANA",18,7,41,35,12,5
"INDIANA-2017-07-16",2017,28,"2017-07-16","STATE","INDIANA",18,8,39,35,13,5
"INDIANA-2017-07-23",2017,29,"2017-07-23","STATE","INDIANA",18,9,38,35,13,5
"INDIANA-2017-07-30",2017,30,"2017-07-30","STATE","INDIANA",18,11,38,34,12,5
"INDIANA-2017-08-06",2017,31,"2017-08-06","STATE","INDIANA",18,11,41,31,12,5
"INDIANA-2017-08-13",2017,32,"2017-08-13","STATE","INDIANA",18,13,42,29,11,5
"INDIANA-2017-08-20",2017,33,"2017-08-20","STATE","INDIANA",18,11,42,30,12,5
"INDIANA-2017-08-27",2017,34,"2017-08-27","STATE","INDIANA",18,11,41,30,12,6
"INDIANA-2017-09-03",2017,35,"2017-09-03","STATE","INDIANA",18,11,40,30,13,6
"INDIANA-2017-09-10",2017,36,"2017-09-10","STATE","INDIANA",18,11,41,31,12,5
"INDIANA-2017-09-17",2017,37,"2017-09-17","STATE","INDIANA",18,11,41,30,13,5
"INDIANA-2017-09-24",2017,38,"2017-09-24","STATE","INDIANA",18,12,41,29,12,6
"INDIANA-2017-10-01",2017,39,"2017-10-01","STATE","INDIANA",18,12,41,29,12,6
"INDIANA-2017-10-08",2017,40,"2017-10-08","STATE","INDIANA",18,13,43,28,11,5
"INDIANA-2017-10-15",2017,41,"2017-10-15","STATE","INDIANA",18,13,44,27,11,5
"INDIANA-2017-10-22",2017,42,"2017-10-22","STATE","INDIANA",18,13,45,26,11,5
"INDIANA-2017-10-29",2017,43,"2017-10-29","STATE","INDIANA",18,13,46,26,10,5
"INDIANA-2018-05-20",2018,20,"2018-05-20","STATE","INDIANA",18,17,66,14,2,1
"INDIANA-2018-05-27",2018,21,"2018-05-27","STATE","INDIANA",18,15,63,17,4,1
"INDIANA-2018-06-03",2018,22,"2018-06-03","STATE","INDIANA",18,16,61,18,4,1
"INDIANA-2018-06-10",2018,23,"2018-06-10","STATE","INDIANA",18,18,57,20,4,1
"INDIANA-2018-06-17",2018,24,"2018-06-17","STATE","INDIANA",18,20,56,19,4,1
"INDIANA-2018-06-24",2018,25,"2018-06-24","STATE","INDIANA",18,20,56,19,4,1
"INDIANA-2018-07-01",2018,26,"2018-07-01","STATE","INDIANA",18,20,56,19,4,1
"INDIANA-2018-07-08",2018,27,"2018-07-08","STATE","INDIANA",18,21,55,18,4,2
"INDIANA-2018-07-15",2018,28,"2018-07-15","STATE","INDIANA",18,20,52,20,6,2
"INDIANA-2018-07-22",2018,29,"2018-07-22","STATE","INDIANA",18,19,53,20,6,2
"INDIANA-2018-07-29",2018,30,"2018-07-29","STATE","INDIANA",18,18,51,22,6,3
"INDIANA-2018-08-05",2018,31,"2018-08-05","STATE","INDIANA",18,19,52,21,6,2
"INDIANA-2018-08-12",2018,32,"2018-08-12","STATE","INDIANA",18,19,52,20,7,2
"INDIANA-2018-08-19",2018,33,"2018-08-19","STATE","INDIANA",18,19,52,20,7,2
"INDIANA-2018-08-26",2018,34,"2018-08-26","STATE","INDIANA",18,20,50,21,7,2
"INDIANA-2018-09-02",2018,35,"2018-09-02","STATE","INDIANA",18,19,53,20,6,2
"INDIANA-2018-09-09",2018,36,"2018-09-09","STATE","INDIANA",18,20,52,20,6,2
"INDIANA-2018-09-16",2018,37,"2018-09-16","STATE","INDIANA",18,20,51,21,6,2
"INDIANA-2018-09-23",2018,38,"2018-09-23","STATE","INDIANA",18,20,53,19,6,2
"INDIANA-2018-09-30",2018,39,"2018-09-30","STATE","INDIANA",18,22,52,18,6,2
"INDIANA-2018-10-07",2018,40,"2018-10-07","STATE","INDIANA",18,21,51,20,6,2
"INDIANA-2018-10-14",2018,41,"2018-10-14","STATE","INDIANA",18,21,52,19,6,2
"INDIANA-2018-10-21",2018,42,"2018-10-21","STATE","INDIANA",18,20,50,21,7,2
"INDIANA-2019-06-09",2019,23,"2019-06-09","STATE","INDIANA",18,6,47,38,7,2
"INDIANA-2019-06-16",2019,24,"2019-06-16","STATE","INDIANA",18,5,45,37,10,3
"INDIANA-2019-06-23",2019,25,"2019-06-23","STATE","INDIANA",18,5,38,39,14,4
"INDIANA-2019-06-30",2019,26,"2019-06-30","STATE","INDIANA",18,4,35,40,16,5
"INDIANA-2019-07-07",2019,27,"2019-07-07","STATE","INDIANA",18,4,34,40,16,6
"INDIANA-2019-07-14",2019,28,"2019-07-14","STATE","INDIANA",18,5,34,38,16,7
"INDIANA-2019-07-21",2019,29,"2019-07-21","STATE","INDIANA",18,4,31,41,18,6
"INDIANA-2019-07-28",2019,30,"2019-07-28","STATE","INDIANA",18,5,31,39,18,7
"INDIANA-2019-08-04",2019,31,"2019-08-04","STATE","INDIANA",18,5,31,39,18,7
"INDIANA-2019-08-11",2019,32,"2019-08-11","STATE","INDIANA",18,4,29,38,20,9
"INDIANA-2019-08-18",2019,33,"2019-08-18","STATE","INDIANA",18,4,28,41,19,8
"INDIANA-2019-08-25",2019,34,"2019-08-25","STATE","INDIANA",18,3,29,41,19,8
"INDIANA-2019-09-01",2019,35,"2019-09-01","STATE","INDIANA",18,4,29,40,19,8
"INDIANA-2019-09-08",2019,36,"2019-09-08","STATE","INDIANA",18,4,29,40,18,9
"INDIANA-2019-09-15",2019,37,"2019-09-15","STATE","INDIANA",18,3,28,41,19,9
"INDIANA-2019-09-22",2019,38,"2019-09-22","STATE","INDIANA",18,4,27,40,20,9
"INDIANA-2019-09-29",2019,39,"2019-09-29","STATE","INDIANA",18,3,28,40,20,9
"INDIANA-2019-10-06",2019,40,"2019-10-06","STATE","INDIANA",18,4,28,40,20,8
"INDIANA-2019-10-13",2019,41,"2019-10-13","STATE","INDIANA",18,4,29,40,19,8
"INDIANA-2019-10-20",2019,42,"2019-10-20","STATE","INDIANA",18,4,31,40,17,8
"INDIANA-2019-10-27",2019,43,"2019-10-27","STATE","INDIANA",18,4,32,39,18,7
"INDIANA-2019-11-03",2019,44,"2019-11-03","STATE","INDIANA",18,4,32,39,18,7
"INDIANA-2019-11-10",2019,45,"2019-11-10","STATE","INDIANA",18,5,31,40,17,7
"INDIANA-2020-05-24",2020,21,"2020-05-24","STATE","INDIANA",18,7,57,28,6,2
"INDIANA-2020-05-31",2020,22,"2020-05-31","STATE","INDIANA",18,9,59,25,5,2
"INDIANA-2020-06-07",2020,23,"2020-06-07","STATE","INDIANA",18,10,58,25,5,2
"INDIANA-2020-06-14",2020,24,"2020-06-14","STATE","INDIANA",18,10,56,26,6,2
"INDIANA-2020-06-21",2020,25,"2020-06-21","STATE","INDIANA",18,9,49,30,9,3
"INDIANA-2020-06-28",2020,26,"2020-06-28","STATE","INDIANA",18,9,54,27,7,3
"INDIANA-2020-07-05",2020,27,"2020-07-05","STATE","INDIANA",18,9,51,30,7,3
"INDIANA-2020-07-12",2020,28,"2020-07-12","STATE","INDIANA",18,9,50,29,9,3
"INDIANA-2020-07-19",2020,29,"2020-07-19","STATE","INDIANA",18,9,50,29,9,3
"INDIANA-2020-07-26",2020,30,"2020-07-26","STATE","INDIANA",18,12,53,27,6,2
"INDIANA-2020-08-02",2020,31,"2020-08-02","STATE","INDIANA",18,13,54,25,6,2
"INDIANA-2020-08-09",2020,32,"2020-08-09","STATE","INDIANA",18,13,53,26,6,2
"INDIANA-2020-08-16",2020,33,"2020-08-16","STATE","INDIANA",18,13,52,26,7,2
"INDIANA-2020-08-23",2020,34,"2020-08-23","STATE","INDIANA",18,14,50,26,7,3
"INDIANA-2020-08-30",2020,35,"2020-08-30","STATE","INDIANA",18,13,50,26,8,3
"INDIANA-2020-09-06",2020,36,"2020-09-06","STATE","INDIANA",18,12,49,28,8,3
"INDIANA-2020-09-13",2020,37,"2020-09-13","STATE","INDIANA",18,11,49,27,9,4
"INDIANA-2020-09-20",2020,38,"2020-09-20","STATE","INDIANA",18,14,47,28,8,3
"INDIANA-2020-09-27",2020,39,"2020-09-27","STATE","INDIANA",18,13,46,28,9,4
"INDIANA-2020-10-04",2020,40,"2020-10-04","STATE","INDIANA",18,14,48,26,8,4
"INDIANA-2020-10-11",2020,41,"2020-10-11","STATE","INDIANA",18,13,48,27,8,4
"INDIANA-2020-10-18",2020,42,"2020-10-18","STATE","INDIANA",18,14,47,26,9,4
"INDIANA-2020-10-25",2020,43,"2020-10-25","STATE","INDIANA",18,15,47,26,8,4
"IOWA-1986-05-18",1986,20,"1986-05-18","STATE","IOWA",19,21,52,22,4,1
"IOWA-1986-05-25",1986,21,"1986-05-25","STATE","IOWA",19,13,56,26,4,1
"IOWA-1986-06-01",1986,22,"1986-06-01","STATE","IOWA",19,10,52,33,4,1
"IOWA-1986-06-08",1986,23,"1986-06-08","STATE","IOWA",19,6,60,31,2,1
"IOWA-1986-06-15",1986,24,"1986-06-15","STATE","IOWA",19,9,69,20,2,0
"IOWA-1986-06-22",1986,25,"1986-06-22","STATE","IOWA",19,10,74,15,1,0
"IOWA-1986-06-29",1986,26,"1986-06-29","STATE","IOWA",19,27,61,11,1,0
"IOWA-1986-07-06",1986,27,"1986-07-06","STATE","IOWA",19,30,65,5,0,0
"IOWA-1986-07-13",1986,28,"1986-07-13","STATE","IOWA",19,38,57,5,0,0
"IOWA-1986-07-20",1986,29,"1986-07-20","STATE","IOWA",19,45,51,3,1,0
"IOWA-1986-07-27",1986,30,"1986-07-27","STATE","IOWA",19,46,49,5,0,0
"IOWA-1986-08-03",1986,31,"1986-08-03","STATE","IOWA",19,44,49,6,0,1
"IOWA-1986-08-10",1986,32,"1986-08-10","STATE","IOWA",19,44,49,6,1,0
"IOWA-1986-08-17",1986,33,"1986-08-17","STATE","IOWA",19,47,47,5,0,1
"IOWA-1986-08-24",1986,34,"1986-08-24","STATE","IOWA",19,50,45,4,0,1
"IOWA-1986-08-31",1986,35,"1986-08-31","STATE","IOWA",19,44,52,4,0,0
"IOWA-1986-09-07",1986,36,"1986-09-07","STATE","IOWA",19,48,47,5,0,0
"IOWA-1986-09-14",1986,37,"1986-09-14","STATE","IOWA",19,41,57,2,0,0
"IOWA-1986-09-21",1986,38,"1986-09-21","STATE","IOWA",19,40,56,4,0,0
"IOWA-1986-09-28",1986,39,"1986-09-28","STATE","IOWA",19,30,65,4,1,0
"IOWA-1987-05-24",1987,21,"1987-05-24","STATE","IOWA",19,20,65,10,5,0
"IOWA-1987-05-31",1987,22,"1987-05-31","STATE","IOWA",19,10,63,26,1,0
"IOWA-1987-06-07",1987,23,"1987-06-07","STATE","IOWA",19,12,74,13,1,0
"IOWA-1987-06-14",1987,24,"1987-06-14","STATE","IOWA",19,14,70,16,0,0
"IOWA-1987-06-21",1987,25,"1987-06-21","STATE","IOWA",19,12,67,19,2,0
"IOWA-1987-06-28",1987,26,"1987-06-28","STATE","IOWA",19,24,68,8,0,0
"IOWA-1987-07-05",1987,27,"1987-07-05","STATE","IOWA",19,16,64,20,0,0
"IOWA-1987-07-12",1987,28,"1987-07-12","STATE","IOWA",19,27,60,12,1,0
"IOWA-1987-07-19",1987,29,"1987-07-19","STATE","IOWA",19,36,56,8,0,0
"IOWA-1987-07-26",1987,30,"1987-07-26","STATE","IOWA",19,36,54,9,1,0
"IOWA-1987-08-02",1987,31,"1987-08-02","STATE","IOWA",19,21,58,19,2,0
"IOWA-1987-08-09",1987,32,"1987-08-09","STATE","IOWA",19,22,56,16,5,1
"IOWA-1987-08-16",1987,33,"1987-08-16","STATE","IOWA",19,20,66,11,3,0
"IOWA-1987-08-23",1987,34,"1987-08-23","STATE","IOWA",19,26,64,10,0,0
"IOWA-1987-08-30",1987,35,"1987-08-30","STATE","IOWA",19,26,62,11,1,0
"IOWA-1987-09-06",1987,36,"1987-09-06","STATE","IOWA",19,24,65,10,1,0
"IOWA-1987-09-13",1987,37,"1987-09-13","STATE","IOWA",19,26,63,10,1,0
"IOWA-1987-09-20",1987,38,"1987-09-20","STATE","IOWA",19,26,62,10,1,1
"IOWA-1987-09-27",1987,39,"1987-09-27","STATE","IOWA",19,29,61,9,1,0
"IOWA-1987-10-04",1987,40,"1987-10-04","STATE","IOWA",19,35,51,14,0,0
"IOWA-1987-10-11",1987,41,"1987-10-11","STATE","IOWA",19,34,58,7,1,0
"IOWA-1988-05-29",1988,21,"1988-05-29","STATE","IOWA",19,7,68,23,2,0
"IOWA-1988-06-05",1988,22,"1988-06-05","STATE","IOWA",19,8,55,36,1,0
"IOWA-1988-06-12",1988,23,"1988-06-12","STATE","IOWA",19,6,58,33,3,0
"IOWA-1988-06-19",1988,24,"1988-06-19","STATE","IOWA",19,2,39,51,7,1
"IOWA-1988-06-26",1988,25,"1988-06-26","STATE","IOWA",19,1,21,57,19,2
"IOWA-1988-07-03",1988,26,"1988-07-03","STATE","IOWA",19,2,22,59,15,2
"IOWA-1988-07-10",1988,27,"1988-07-10","STATE","IOWA",19,0,11,34,42,13
"IOWA-1988-07-17",1988,28,"1988-07-17","STATE","IOWA",19,2,17,36,28,17
"IOWA-1988-07-24",1988,29,"1988-07-24","STATE","IOWA",19,2,25,44,24,5
"IOWA-1988-07-31",1988,30,"1988-07-31","STATE","IOWA",19,2,13,36,34,15
"IOWA-1988-08-07",1988,31,"1988-08-07","STATE","IOWA",19,0,8,32,39,21
"IOWA-1988-08-14",1988,32,"1988-08-14","STATE","IOWA",19,0,4,29,44,23
"IOWA-1988-08-21",1988,33,"1988-08-21","STATE","IOWA",19,0,2,30,44,24
"IOWA-1988-08-28",1988,34,"1988-08-28","STATE","IOWA",19,0,6,38,37,19
"IOWA-1988-09-04",1988,35,"1988-09-04","STATE","IOWA",19,0,6,40,39,15
"IOWA-1988-09-11",1988,36,"1988-09-11","STATE","IOWA",19,0,9,35,40,16
"IOWA-1989-06-04",1989,22,"1989-06-04","STATE","IOWA",19,5,70,22,3,0
"IOWA-1989-06-11",1989,23,"1989-06-11","STATE","IOWA",19,6,69,25,0,0
"IOWA-1989-06-18",1989,24,"1989-06-18","STATE","IOWA",19,7,67,24,2,0
"IOWA-1989-06-25",1989,25,"1989-06-25","STATE","IOWA",19,4,73,22,1,0
"IOWA-1989-07-02",1989,26,"1989-07-02","STATE","IOWA",19,10,71,18,1,0
"IOWA-1989-07-09",1989,27,"1989-07-09","STATE","IOWA",19,6,48,41,5,0
"IOWA-1989-07-16",1989,28,"1989-07-16","STATE","IOWA",19,2,48,43,7,0
"IOWA-1989-07-23",1989,29,"1989-07-23","STATE","IOWA",19,6,63,29,2,0
"IOWA-1989-07-30",1989,30,"1989-07-30","STATE","IOWA",19,7,61,27,5,0
"IOWA-1989-08-06",1989,31,"1989-08-06","STATE","IOWA",19,7,61,30,2,0
"IOWA-1989-08-13",1989,32,"1989-08-13","STATE","IOWA",19,3,43,39,13,2
"IOWA-1989-08-20",1989,33,"1989-08-20","STATE","IOWA",19,2,28,45,22,3
"IOWA-1989-08-27",1989,34,"1989-08-27","STATE","IOWA",19,0,24,52,21,3
"IOWA-1989-09-03",1989,35,"1989-09-03","STATE","IOWA",19,2,33,48,14,3
"IOWA-1989-09-10",1989,36,"1989-09-10","STATE","IOWA",19,3,37,47,11,2
"IOWA-1989-09-17",1989,37,"1989-09-17","STATE","IOWA",19,3,50,39,8,0
"IOWA-1989-09-24",1989,38,"1989-09-24","STATE","IOWA",19,3,50,36,11,0
"IOWA-1989-10-01",1989,39,"1989-10-01","STATE","IOWA",19,5,51,34,10,0
"IOWA-1990-06-03",1990,22,"1990-06-03","STATE","IOWA",19,3,46,48,3,0
"IOWA-1990-06-10",1990,23,"1990-06-10","STATE","IOWA",19,6,41,46,7,0
"IOWA-1990-06-17",1990,24,"1990-06-17","STATE","IOWA",19,6,67,26,1,0
"IOWA-1990-06-24",1990,25,"1990-06-24","STATE","IOWA",19,4,61,29,6,0
"IOWA-1990-07-01",1990,26,"1990-07-01","STATE","IOWA",19,5,60,31,4,0
"IOWA-1990-07-08",1990,27,"1990-07-08","STATE","IOWA",19,9,67,23,1,0
"IOWA-1990-07-15",1990,28,"1990-07-15","STATE","IOWA",19,11,75,11,3,0
"IOWA-1990-07-22",1990,29,"1990-07-22","STATE","IOWA",19,13,70,15,2,0
"IOWA-1990-07-29",1990,30,"1990-07-29","STATE","IOWA",19,15,72,13,0,0
"IOWA-1990-08-05",1990,31,"1990-08-05","STATE","IOWA",19,18,71,11,0,0
"IOWA-1990-08-12",1990,32,"1990-08-12","STATE","IOWA",19,20,71,9,0,0
"IOWA-1990-08-19",1990,33,"1990-08-19","STATE","IOWA",19,18,73,8,1,0
"IOWA-1990-08-26",1990,34,"1990-08-26","STATE","IOWA",19,17,77,5,1,0
"IOWA-1990-09-02",1990,35,"1990-09-02","STATE","IOWA",19,18,76,6,0,0
"IOWA-1990-09-09",1990,36,"1990-09-09","STATE","IOWA",19,18,77,5,0,0
"IOWA-1990-09-16",1990,37,"1990-09-16","STATE","IOWA",19,20,72,8,0,0
"IOWA-1990-09-23",1990,38,"1990-09-23","STATE","IOWA",19,15,77,8,0,0
"IOWA-1990-09-30",1990,39,"1990-09-30","STATE","IOWA",19,14,77,8,1,0
"IOWA-1990-10-07",1990,40,"1990-10-07","STATE","IOWA",19,15,72,12,1,0
"IOWA-1990-10-14",1990,41,"1990-10-14","STATE","IOWA",19,13,74,12,1,0
"IOWA-1991-06-02",1991,22,"1991-06-02","STATE","IOWA",19,11,59,23,5,2
"IOWA-1991-06-09",1991,23,"1991-06-09","STATE","IOWA",19,19,58,20,3,0
"IOWA-1991-06-16",1991,24,"1991-06-16","STATE","IOWA",19,13,53,31,3,0
"IOWA-1991-06-23",1991,25,"1991-06-23","STATE","IOWA",19,22,52,23,3,0
"IOWA-1991-06-30",1991,26,"1991-06-30","STATE","IOWA",19,21,49,25,5,0
"IOWA-1991-07-07",1991,27,"1991-07-07","STATE","IOWA",19,10,56,31,3,0
"IOWA-1991-07-14",1991,28,"1991-07-14","STATE","IOWA",19,9,53,35,3,0
"IOWA-1991-07-21",1991,29,"1991-07-21","STATE","IOWA",19,5,49,40,4,2
"IOWA-1991-07-28",1991,30,"1991-07-28","STATE","IOWA",19,4,39,45,11,1
